time,acc x,acc y, acc z,gyro x, gyro y,gyro z
80133,-27,-46,991,70,350,-210
80234,-26,-46,988,70,70,-210
80333,-27,-47,991,0,630,-140
80433,-27,-46,989,140,-140,-140
80534,-27,-46,992,0,490,-140
80633,-26,-46,989,210,0,-210
80734,-27,-46,990,0,560,-70
80834,-27,-46,988,140,-140,-140
80933,-27,-46,991,70,420,-140
81034,-26,-46,988,140,70,-140
81134,-27,-47,990,0,490,-140
81233,-26,-46,988,210,0,-140
81334,-27,-46,990,70,350,-140
81433,-26,-46,988,140,70,-210
81533,-27,-46,991,70,420,-140
81634,-26,-47,989,140,140,-140
81733,-27,-46,990,70,280,-140
81833,-27,-46,990,70,140,-140
81934,-27,-46,990,70,210,-210
82033,-26,-45,989,140,-70,-140
82134,-27,-46,991,0,490,-140
82234,-26,-47,989,210,-70,-140
82333,-26,-46,991,0,420,-70
82434,-27,-46,990,70,140,-140
82533,-26,-46,987,140,70,-140
82633,-27,-47,989,70,280,-140
82734,-26,-46,989,70,70,-140
82833,-27,-46,989,70,210,-140
82933,-26,-46,989,140,140,-140
83034,-26,-46,990,70,280,-140
83133,-27,-47,989,140,140,-210
83234,-26,-46,988,0,280,-140
83334,-26,-47,991,140,140,-140
83433,-27,-47,990,70,210,-140
83534,-26,-46,991,70,210,-140
83634,-27,-46,990,0,280,-140
83733,-26,-47,989,140,210,-140
83834,-27,-46,990,140,280,-140
83933,-26,-46,989,140,210,-140
84033,-26,-47,990,140,140,-140
84134,-26,-46,990,70,280,-140
84233,-27,-46,989,70,70,-140
84334,-26,-46,990,70,350,-140
84434,-27,-46,988,70,210,-140
84533,-26,-46,990,140,210,-140
84634,-26,-46,990,70,210,-210
84734,-27,-46,990,70,210,-140
84833,-26,-47,990,140,210,-140
84934,-26,-46,989,140,140,-140
85033,-27,-46,988,70,280,-140
85133,-27,-46,990,70,140,-140
85234,-26,-46,990,70,350,-140
85333,-27,-46,990,140,140,-210
85433,-27,-46,989,70,280,-70
85534,-27,-46,989,0,140,-140
85633,-27,-46,989,140,210,-140
85734,-27,-46,990,70,210,-210
85834,-27,-46,990,70,140,-140
85933,-26,-46,990,140,280,-140
86034,-27,-46,990,70,280,-140
86133,-26,-46,991,140,210,-210
86233,-27,-46,990,140,280,-210
86334,-27,-46,990,70,140,-210
86433,-26,-47,990,140,280,-210
86533,-27,-47,990,140,210,-140
86634,-27,-46,990,140,210,-140
86733,-27,-46,989,140,140,-140
86834,-26,-46,989,70,280,-140
86934,-26,-46,989,140,210,-140
87033,-27,-46,989,210,280,-210
87134,-27,-47,991,140,280,-140
87234,-27,-46,991,140,210,-140
87333,-26,-46,988,70,210,-210
87434,-26,-46,990,70,140,-140
87533,-27,-46,990,140,280,-140
87633,-27,-46,990,140,210,-140
87734,-27,-47,990,70,210,-140
87833,-26,-47,989,70,210,-210
87934,-26,-46,990,70,280,-140
88034,-27,-47,990,140,210,-140
88133,-26,-46,990,70,210,-140
88234,-27,-45,989,140,140,-140
88333,-27,-47,989,70,280,-140
88433,-27,-46,989,70,210,-140
88534,-26,-46,989,140,210,-140
88633,-27,-47,990,70,210,-140
88733,-27,-47,989,70,280,-140
88834,-26,-47,989,70,210,-140
88933,-27,-46,989,70,210,-140
89033,-27,-46,990,70,210,-140
89134,-26,-46,990,70,140,-140
89233,-26,-46,989,140,140,-140
89334,-26,-46,990,70,280,-140
89434,-26,-46,989,70,140,-210
89533,-27,-47,990,70,210,-140
89634,-27,-46,990,140,210,-140
89733,-26,-46,990,70,210,-210
89833,-27,-46,989,70,210,-140
89934,-26,-46,990,140,210,-210
90033,-27,-47,989,70,210,-140
90133,-27,-46,990,140,210,-70
90234,-27,-47,989,140,210,-70
90333,-27,-47,990,70,210,-210
90434,-27,-47,989,70,210,-140
90534,-26,-47,990,70,280,-140
90633,-27,-46,989,70,210,-140
90734,-26,-46,990,140,210,-140
90834,-27,-46,989,70,210,-140
90933,-27,-46,989,140,210,-140
91034,-27,-46,990,70,210,-140
91133,-26,-46,989,140,210,-140
91233,-27,-46,990,0,280,-140
91334,-27,-46,990,70,280,-210
91433,-27,-46,989,140,140,-140
91533,-26,-46,990,70,210,-140
91634,-27,-47,989,70,210,-70
91733,-27,-46,990,140,210,-140
91834,-26,-47,989,70,210,-140
91934,-27,-46,989,70,210,-140
92033,-27,-46,990,0,140,-140
92134,-27,-46,989,140,210,-210
92234,-27,-46,990,70,210,-140
92333,-27,-46,990,70,280,-140
92434,-27,-47,990,70,140,-140
92533,-27,-46,989,70,280,-140
92633,-26,-47,989,140,140,-140
92734,-27,-46,990,70,280,-210
92833,-26,-46,988,70,210,-140
92933,-26,-46,989,140,280,-140
93034,-27,-47,990,70,210,-140
93133,-27,-47,990,70,210,-140
93234,-26,-47,989,140,140,-140
93334,-27,-46,988,140,210,-140
93433,-27,-46,990,140,140,-70
93534,-27,-46,989,70,210,-140
93634,-26,-46,990,140,140,-140
93733,-26,-46,990,70,210,-140
93834,-26,-46,989,140,280,-140
93933,-27,-46,990,140,140,-210
94033,-28,-46,990,70,140,-140
94134,-26,-46,990,140,210,-140
94233,-26,-46,990,140,140,-210
94333,-27,-46,989,70,210,-210
94434,-26,-46,989,70,140,-140
94533,-26,-46,989,70,210,-140
94634,-27,-47,989,0,210,-140
94734,-26,-46,989,70,280,-210
94833,-26,-45,989,140,210,-140
94934,-26,-46,990,70,210,-140
95033,-27,-46,989,70,210,-210
95133,-27,-46,990,70,210,-140
95234,-26,-45,989,70,140,-210
95333,-27,-46,991,70,280,-140
95433,-26,-46,990,70,280,-140
95534,-27,-46,991,140,210,-140
95633,-27,-46,989,70,210,-140
95734,-26,-46,989,70,210,-140
95834,-27,-47,989,140,210,-140
95933,-27,-46,989,70,280,-140
96034,-28,-47,989,140,140,-140
96134,-28,-46,989,70,280,-140
96233,-27,-47,989,70,140,-210
96334,-27,-46,990,0,210,-140
96433,-27,-46,989,70,210,-140
96533,-26,-46,990,140,280,-140
96634,-26,-46,990,140,280,-140
96733,-27,-46,990,70,210,-210
96833,-26,-46,991,140,140,-210
96934,-26,-46,987,140,210,-140
97033,-27,-46,989,140,210,-140
97134,-27,-46,988,140,210,-140
97234,-26,-47,989,70,140,-210
97333,-27,-47,989,140,210,-210
97434,-27,-46,989,210,210,-140
97533,-27,-47,989,0,210,-210
97633,-27,-47,990,70,280,-70
97734,-27,-46,989,140,210,-140
97833,-27,-46,991,70,210,-210
97933,-27,-46,991,70,140,-140
98034,-27,-47,990,70,210,-210
98133,-26,-46,989,70,210,-140
98234,-27,-46,989,70,210,-140
98334,-27,-47,989,140,210,-210
98433,-27,-46,990,140,280,-140
98534,-26,-46,990,140,140,-140
98634,-27,-46,989,0,210,-140
98733,-27,-46,989,140,210,-140
98834,-27,-46,989,70,210,-140
98933,-26,-46,989,70,140,-140
99033,-27,-45,989,70,140,-210
99134,-26,-46,990,140,210,-140
99233,-27,-46,990,140,210,-210
99333,-27,-46,990,70,210,-140
99434,-26,-46,990,70,210,-140
99533,-27,-46,988,140,140,-210
99634,-27,-46,989,70,280,-140
99734,-26,-46,990,70,140,-210
99833,-27,-46,990,70,350,-210
99934,-27,-47,989,70,140,-210
100033,-27,-47,989,140,280,-140
100133,-27,-46,989,70,140,-210
100234,-27,-47,988,70,210,-140
100333,-27,-46,989,140,140,-140
100433,-27,-46,990,70,210,-210
100534,-26,-46,989,70,210,-210
100633,-26,-46,989,70,280,-140
100733,-27,-46,989,70,210,-140
100834,-26,-46,989,140,210,-140
100933,-27,-46,990,140,210,-140
101034,-27,-47,989,140,210,-140
101134,-26,-45,989,140,280,-140
101233,-27,-46,990,70,210,-140
101334,-27,-46,990,70,280,-140
101433,-27,-45,989,70,210,-140
101533,-27,-46,988,70,280,-140
101634,-27,-46,989,70,210,-210
101733,-26,-47,990,70,140,-140
101833,-27,-46,990,70,210,-140
101934,-27,-46,990,70,280,-140
102033,-27,-46,989,140,210,-210
102134,-28,-46,989,70,210,-140
102234,-26,-46,989,140,210,-140
102333,-26,-47,990,140,210,-140
102434,-27,-46,989,70,210,-140
102533,-26,-45,989,140,210,-140
102633,-27,-46,990,140,210,-140
102734,-27,-47,989,70,210,-210
102833,-27,-46,990,70,280,-140
102933,-26,-47,989,140,280,-140
103034,-26,-46,990,70,210,-140
103133,-26,-46,990,140,280,-140
103233,-27,-46,990,70,210,-140
103334,-27,-46,990,70,280,-140
103433,-27,-46,990,140,210,-210
103534,-27,-46,989,140,210,-140
103634,-27,-46,989,140,140,-140
103733,-26,-46,990,70,280,-140
103834,-27,-46,989,70,140,-140
103933,-26,-46,989,140,280,-140
104033,-26,-46,989,70,210,-140
104134,-27,-46,990,70,350,-140
104233,-27,-46,990,140,70,-140
104333,-27,-47,990,70,280,-140
104434,-27,-46,990,140,140,-140
104533,-27,-46,990,70,280,-210
104634,-27,-46,990,70,210,-210
104734,-27,-46,989,140,280,-140
104833,-26,-46,989,140,140,-140
104934,-26,-47,990,70,280,-140
105033,-26,-46,989,140,140,-210
105133,-26,-46,990,70,350,-140
105234,-26,-46,989,140,-70,-140
105333,-26,-46,989,0,350,-140
105433,-26,-47,989,140,70,-140
105534,-26,-46,990,0,350,-140
105633,-26,-47,990,210,70,-140
105734,-27,-46,990,0,350,-140
105834,-27,-46,989,140,70,-140
105933,-27,-46,988,70,350,-140
106034,-26,-47,989,210,140,-210
106134,-26,-46,990,70,280,-140
106233,-27,-46,988,70,140,-140
106334,-27,-46,990,70,350,-140
106433,-27,-46,989,140,140,-140
106533,-27,-46,990,70,350,-210
106634,-26,-46,989,140,140,-210
106733,-27,-46,989,70,210,-140
106833,-26,-46,990,140,140,-210
106934,-27,-46,991,70,280,-210
107033,-26,-46,990,140,210,-140
107134,-26,-46,990,140,280,-140
107234,-26,-45,989,140,210,-140
107333,-27,-47,989,70,210,-210
107434,-26,-46,989,140,140,-210
107533,-27,-46,990,70,210,-210
107633,-27,-46,989,70,210,-140
107734,-27,-46,989,140,280,-140
107833,-26,-46,988,0,210,-210
107933,-27,-47,989,140,210,-140
108034,-27,-46,989,70,210,-210
108133,-27,-46,989,70,210,-210
108234,-27,-46,990,70,280,-210
108334,-27,-46,989,70,210,-140
108433,-27,-46,990,70,280,-140
108534,-26,-46,989,140,70,-140
108634,-27,-47,991,140,280,-140
108733,-26,-47,989,140,210,-140
108834,-26,-46,991,140,210,-140
108933,-26,-46,989,70,210,-140
109033,-27,-46,989,70,210,-210
109134,-27,-46,989,70,280,-140
109233,-27,-46,989,140,140,-140
109333,-26,-47,991,70,280,-210
109434,-27,-46,989,70,210,-210
109533,-26,-46,989,0,210,-140
109634,-28,-46,989,140,140,-70
109734,-27,-47,989,140,280,-210
109833,-26,-46,990,70,210,-140
109934,-27,-46,990,140,350,-210
110033,-26,-46,990,140,210,-140
110133,-26,-46,990,0,280,-140
110234,-27,-46,989,70,140,-140
110333,-27,-46,989,70,280,-140
110433,-26,-46,988,70,140,-210
110534,-27,-46,989,70,350,-140
110633,-26,-46,990,140,140,-140
110733,-27,-46,989,70,280,-140
110834,-27,-46,989,140,140,-140
110933,-28,-47,989,70,280,-140
111034,-27,-47,989,0,140,-140
111134,-26,-46,990,70,280,-140
111233,-27,-46,990,70,210,-140
111334,-26,-45,990,70,280,-140
111433,-27,-46,990,70,210,-140
111533,-26,-47,989,0,210,-140
111634,-26,-47,989,140,140,-140
111733,-27,-45,990,140,210,-140
111833,-26,-46,989,140,210,-140
111934,-26,-46,990,70,210,-140
112033,-26,-47,990,140,140,-140
112134,-27,-46,990,70,280,-140
112234,-26,-47,989,70,210,-140
112333,-27,-46,990,140,210,-140
112434,-27,-46,991,140,280,-210
112534,-27,-46,990,70,140,-140
112633,-27,-46,989,70,210,-140
112734,-26,-46,989,140,210,-140
112833,-27,-46,990,140,210,-140
112933,-27,-46,989,140,210,-140
113034,-26,-46,990,140,280,-140
113133,-27,-46,990,140,210,-140
113234,-28,-46,989,0,280,-140
113334,-27,-46,989,70,210,-140
113433,-27,-47,989,70,280,-140
113534,-27,-46,988,140,140,-210
113634,-27,-47,991,70,280,-140
113733,-27,-46,990,70,210,-140
113834,-27,-46,990,70,280,-210
113933,-27,-46,990,70,140,-140
114033,-27,-46,990,140,280,-210
114134,-27,-47,990,70,140,-140
114233,-27,-46,989,70,280,-140
114334,-27,-46,990,140,140,-140
114434,-27,-46,991,140,280,-140
114533,-27,-47,989,140,140,-210
114634,-26,-46,989,140,280,-140
114734,-27,-47,988,70,140,-210
114833,-27,-46,990,70,210,-140
114934,-26,-47,989,70,210,-140
115033,-27,-47,989,70,280,-140
115133,-26,-46,990,70,210,-140
115234,-27,-47,989,70,210,-140
115333,-26,-46,990,70,210,-210
115433,-27,-46,991,70,140,-140
115534,-26,-46,989,140,210,-210
115633,-27,-47,990,140,210,-140
115734,-27,-46,989,70,210,-210
115834,-26,-47,988,140,210,-140
115933,-27,-46,989,140,210,-140
116034,-27,-46,990,140,210,-140
116133,-27,-47,990,140,140,-140
116233,-26,-46,990,70,210,-140
116334,-27,-47,990,140,280,-210
116433,-27,-46,989,140,280,-210
116533,-27,-46,989,70,210,-140
116634,-27,-46,989,70,210,-140
116733,-26,-46,990,140,280,-140
116833,-27,-46,990,210,140,-140
116934,-27,-46,990,70,210,-140
117033,-27,-46,989,140,140,-140
117134,-26,-46,990,140,280,-140
117234,-27,-46,989,70,140,-210
117333,-26,-47,990,210,210,-140
117434,-26,-47,989,70,280,-140
117533,-27,-46,989,70,280,-140
117633,-27,-46,989,70,210,-140
117734,-27,-46,990,70,210,-140
117833,-27,-46,989,140,210,-140
117933,-26,-45,990,70,210,-210
118034,-26,-46,989,0,210,-140
118133,-27,-46,990,70,210,-140
118234,-26,-46,990,140,210,-210
118334,-27,-46,990,140,210,-210
118433,-26,-46,989,70,210,-140
118534,-27,-46,989,140,210,-210
118634,-26,-45,990,140,210,-210
118733,-26,-46,989,140,210,-210
118834,-27,-46,988,70,210,-140
118933,-27,-46,990,70,210,-140
119033,-27,-46,989,0,210,-140
119134,-26,-46,990,70,280,-210
119233,-27,-47,990,70,280,-210
119333,-27,-47,990,70,210,-140
119434,-27,-46,989,70,210,-140
119533,-26,-46,990,70,210,-140
119634,-27,-46,989,0,280,-210
119734,-27,-47,990,140,210,-210
119833,-27,-46,989,70,280,-210
119934,-27,-46,989,70,210,-140
120033,-27,-46,989,70,210,-140
120133,-26,-46,989,140,210,-210
120234,-27,-46,989,140,280,-210
120333,-27,-47,989,70,210,-210
120433,-27,-46,990,70,210,-140
120534,-27,-46,990,140,280,-140
120633,-27,-46,990,0,210,-210
120733,-27,-47,990,70,210,-140
120834,-27,-46,989,70,210,-140
120933,-26,-47,991,140,210,-140
121034,-27,-46,989,70,280,-140
121134,-27,-46,989,140,280,-140
121233,-26,-46,990,70,280,-210
121334,-27,-46,989,70,210,-140
121433,-26,-46,990,70,280,-140
121533,-27,-46,989,70,140,-140
121634,-26,-47,989,70,210,-140
121733,-26,-46,990,140,280,-210
121833,-27,-46,989,140,210,-210
121934,-26,-46,989,70,210,-140
122033,-27,-46,990,0,280,-210
122134,-27,-46,990,140,280,-140
122234,-26,-47,990,70,210,-140
122333,-26,-46,989,70,140,-210
122434,-27,-47,989,140,210,-140
122533,-27,-46,989,140,210,-140
122633,-27,-47,990,70,280,-140
122734,-25,-46,990,70,280,-210
122833,-27,-47,989,70,210,-140
122933,-26,-47,989,140,210,-140
123034,-26,-46,991,70,210,-210
123133,-26,-46,990,0,210,-140
123233,-27,-46,990,70,210,-210
123334,-27,-46,990,140,210,-140
123433,-27,-46,990,140,210,-140
123534,-27,-46,989,70,210,-140
123634,-26,-46,989,140,210,-140
123733,-27,-46,990,70,210,-140
123834,-26,-46,990,140,280,-140
123933,-27,-46,989,70,210,-140
124033,-26,-47,990,70,280,-140
124134,-26,-46,989,70,210,-140
124233,-26,-46,989,70,210,-210
124333,-28,-46,990,70,140,-210
124434,-26,-46,991,70,210,-140
124533,-27,-46,990,140,210,-140
124634,-27,-46,990,70,280,-140
124734,-27,-46,990,140,210,-140
124833,-27,-46,990,140,210,-140
124934,-27,-46,989,140,280,-210
125033,-26,-46,990,140,210,-140
125133,-27,-46,989,70,210,-210
125234,-26,-46,989,70,210,-210
125333,-27,-47,989,0,210,-140
125433,-27,-47,988,70,210,-140
125534,-26,-46,989,140,210,-140
125633,-27,-46,990,70,210,-140
125733,-26,-45,990,0,210,-140
125834,-27,-46,990,70,210,-210
125933,-28,-46,990,70,210,-210
126034,-27,-46,988,70,280,-140
126134,-27,-46,990,140,280,-140
126233,-27,-45,990,140,280,-140
126334,-27,-46,990,70,280,-140
126433,-26,-46,990,140,210,-210
126533,-27,-46,989,70,280,-140
126634,-27,-47,989,70,210,-140
126733,-26,-46,989,140,280,-210
126833,-27,-46,989,140,140,-140
126934,-27,-47,990,70,280,-140
127033,-27,-46,988,140,210,-210
127133,-26,-46,989,70,210,-210
127234,-27,-47,989,0,210,-140
127333,-26,-46,990,210,280,-210
127434,-26,-46,990,140,140,-140
127534,-26,-46,990,140,210,-140
127633,-26,-46,992,70,210,-140
127734,-27,-45,990,140,210,-210
127833,-27,-46,989,140,210,-140
127933,-27,-46,989,140,210,-140
128034,-26,-46,990,70,210,-140
128133,-26,-46,990,140,210,-140
128233,-26,-46,990,70,280,-210
128334,-27,-46,990,70,280,-140
128433,-27,-46,990,70,280,-140
128534,-27,-46,989,140,210,-210
128634,-27,-46,990,140,280,-140
128733,-27,-46,990,140,210,-140
128834,-26,-46,991,140,280,-140
128933,-26,-46,990,140,140,-140
129033,-26,-47,989,70,280,-210
129134,-26,-46,990,70,140,-210
129233,-27,-46,989,140,280,-140
129333,-26,-46,990,140,210,-210
129434,-27,-47,990,140,210,-210
129533,-27,-47,989,70,210,-140
129633,-28,-46,989,140,280,-210
129734,-27,-46,989,140,210,-210
129833,-26,-46,989,70,210,-140
129934,-26,-47,990,140,210,-140
130034,-27,-46,990,140,280,-140
130133,-27,-46,990,140,210,-210
130234,-26,-46,989,70,210,-210
130333,-27,-46,989,140,140,-140
130433,-27,-46,990,140,210,-140
130534,-26,-47,990,140,140,-210
130633,-27,-47,990,140,210,-140
130733,-27,-47,989,70,210,-210
130834,-27,-46,989,140,210,-140
130933,-27,-47,989,70,210,-210
131034,-27,-45,988,70,210,-140
131134,-26,-46,989,70,210,-70
131233,-27,-46,990,70,210,-210
131334,-26,-46,990,70,140,-140
131433,-27,-46,989,70,280,-210
131533,-26,-47,990,140,140,-140
131634,-26,-46,989,210,280,-140
131733,-26,-46,990,140,210,-140
131833,-27,-46,991,140,280,-140
131934,-26,-46,989,140,210,-140
132033,-27,-46,990,70,280,-140
132133,-27,-46,990,140,210,-210
132234,-26,-46,990,140,210,-140
132333,-26,-47,989,70,140,-210
132434,-27,-46,990,70,280,-140
132534,-27,-46,990,140,210,-210
132633,-27,-46,989,70,210,-140
132734,-27,-46,990,70,210,-140
132833,-26,-47,990,140,210,-140
132933,-27,-46,989,140,210,-210
133034,-27,-47,989,70,280,-140
133133,-26,-46,989,70,210,-140
133233,-27,-47,990,140,210,-140
133334,-27,-46,989,140,140,-140
133433,-27,-46,990,140,280,-140
133533,-27,-46,990,70,140,-140
133634,-27,-47,990,70,210,-140
133733,-27,-47,989,70,210,-140
133834,-26,-46,990,140,280,-140
133934,-26,-47,989,140,210,-140
134033,-27,-46,990,140,210,-140
134134,-27,-46,990,70,210,-140
134233,-26,-47,990,70,140,-210
134333,-26,-46,990,70,210,-140
134434,-26,-46,990,140,210,-210
134533,-26,-46,990,140,210,-140
134633,-27,-46,989,70,280,-210
134734,-27,-46,989,70,140,-140
134833,-27,-46,989,140,210,-140
134934,-26,-46,989,140,210,-210
135034,-27,-46,990,70,210,-210
135133,-27,-47,989,70,210,-140
135234,-27,-45,990,140,210,-140
135334,-26,-46,990,140,210,-140
135433,-27,-46,990,70,210,-140
135534,-27,-45,989,70,210,-140
135633,-27,-46,990,70,210,-210
135733,-27,-46,990,140,280,-140
135834,-26,-46,989,70,210,-140
135933,-27,-46,989,140,210,-210
136033,-27,-47,990,140,280,-140
136134,-27,-47,988,140,210,-140
136233,-26,-46,990,70,210,-210
136334,-26,-46,990,70,210,-210
136434,-27,-46,990,70,140,-140
136533,-26,-46,989,70,210,-140
136634,-26,-46,989,70,210,-210
136733,-27,-46,990,70,280,-140
136833,-27,-46,990,140,210,-210
136934,-27,-46,989,140,280,-140
137033,-27,-46,989,70,210,-140
137133,-26,-46,989,70,210,-210
137234,-26,-47,989,70,210,-140
137333,-27,-46,990,70,210,-140
137434,-27,-47,990,140,210,-140
137534,-27,-46,989,70,280,-140
137633,-27,-46,990,70,140,-140
137734,-26,-45,989,70,210,-140
137834,-27,-46,990,70,210,-140
137933,-26,-47,989,70,280,-140
138034,-27,-46,990,140,280,-140
138133,-26,-46,990,70,210,-140
138233,-26,-46,990,140,210,-140
138334,-26,-46,990,70,210,-140
138433,-27,-46,989,140,140,-140
138534,-27,-47,989,70,210,-210
138634,-27,-46,989,140,210,-140
138733,-27,-46,990,70,280,-140
138834,-27,-46,990,70,210,-140
138933,-27,-46,989,70,140,-140
139033,-26,-46,989,140,280,-210
139134,-26,-46,989,140,210,-140
139233,-27,-47,989,70,210,-210
139333,-27,-46,990,140,210,-140
139434,-26,-45,990,70,210,-140
139533,-26,-46,990,140,210,-210
139633,-27,-46,990,70,210,-140
139734,-27,-46,989,140,280,-210
139833,-27,-46,990,210,210,-140
139934,-26,-46,990,70,210,-140
140034,-27,-46,991,140,210,-140
140133,-27,-46,990,70,210,-140
140234,-27,-45,989,70,210,-140
140333,-27,-47,990,70,210,-140
140433,-26,-46,988,140,140,-140
140534,-27,-46,988,140,210,-140
140633,-26,-46,990,70,210,-140
140733,-26,-46,989,70,280,-140
140834,-26,-46,989,70,210,-140
140933,-27,-46,989,140,280,-140
141033,-26,-47,990,140,140,-140
141134,-27,-46,990,70,210,-140
141233,-26,-46,990,140,210,-210
141334,-26,-46,990,70,140,-140
141434,-27,-46,989,140,210,-140
141533,-27,-46,990,140,280,-140
141634,-27,-46,989,70,140,-210
141733,-27,-46,989,140,210,-140
141833,-27,-47,989,70,210,-140
141934,-26,-47,988,140,210,-210
142033,-27,-47,989,70,280,-140
142133,-27,-46,989,0,140,-140
142234,-26,-47,990,70,210,-140
142333,-26,-47,990,140,210,-210
142434,-27,-46,991,70,280,-210
142534,-26,-47,991,70,210,-140
142633,-27,-46,990,70,280,-140
142734,-27,-45,989,140,210,-140
142833,-27,-46,990,140,350,-140
142933,-26,-46,989,70,140,-210
143034,-26,-47,990,140,280,-140
143133,-26,-46,989,70,140,-140
143233,-26,-46,990,70,280,-140
143334,-27,-47,989,70,210,-140
143433,-26,-47,989,70,280,-140
143534,-27,-46,988,70,140,-140
143634,-27,-46,990,0,280,-140
143733,-27,-46,990,70,210,-140
143834,-27,-47,991,70,210,-140
143934,-27,-46,990,140,210,-140
144033,-27,-46,990,140,280,-140
144134,-26,-46,989,140,280,-140
144233,-27,-46,989,70,210,-210
144333,-26,-46,990,140,210,-210
144434,-28,-46,989,140,210,-140
144533,-27,-46,989,70,210,-140
144633,-27,-46,989,140,140,-140
144734,-27,-47,989,70,210,-210
144833,-27,-46,989,70,210,-140
144934,-26,-46,990,140,210,-140
145034,-27,-46,989,70,280,-140
145133,-27,-46,990,70,210,-140
145234,-26,-46,989,70,280,-140
145333,-26,-46,989,140,210,-140
145433,-27,-45,990,140,210,-140
145534,-27,-46,990,70,280,-210
145633,-26,-46,990,140,210,-140
145733,-27,-46,989,140,210,-140
145834,-27,-46,990,140,210,-210
145933,-27,-47,990,140,280,-140
146033,-27,-46,990,140,140,-140
146134,-27,-46,991,140,280,-210
146233,-26,-46,990,70,280,-210
146334,-26,-46,990,70,210,-140
146433,-26,-46,989,70,70,-210
146533,-26,-46,989,70,280,-140
146634,-26,-46,991,140,210,-140
146733,-27,-46,990,70,280,-210
146833,-26,-46,990,70,210,-140
146934,-27,-46,989,0,280,-140
147033,-26,-46,989,140,140,-140
147133,-27,-46,989,70,210,-210
147234,-27,-46,990,140,140,-140
147333,-27,-46,989,140,280,-210
147434,-27,-46,990,70,140,-210
147534,-26,-46,990,140,280,-140
147633,-27,-46,989,70,140,-210
147734,-27,-46,990,140,210,-140
147833,-27,-46,990,70,210,-140
147933,-27,-46,990,70,280,-140
148034,-26,-46,990,70,210,-210
148133,-27,-46,990,70,210,-140
148233,-26,-46,991,70,210,-210
148334,-27,-46,989,70,140,-210
148433,-27,-47,989,70,210,-140
148534,-25,-47,990,70,280,-210
148634,-27,-46,990,140,210,-140
148733,-27,-46,989,70,210,-140
148834,-27,-45,989,70,140,-140
148933,-27,-46,990,70,280,-140
149033,-26,-46,990,140,70,-140
149134,-26,-46,989,70,280,-140
149233,-27,-46,990,70,140,-140
149333,-27,-46,990,70,210,-140
149434,-27,-46,989,70,140,-140
149533,-27,-45,989,70,210,-140
149633,-27,-46,989,70,140,-140
149734,-27,-46,988,70,210,-210
149833,-26,-47,990,140,280,-140
149934,-27,-46,990,70,70,-210
150034,-27,-46,990,140,280,-210
150133,-26,-46,990,140,70,-210
150234,-26,-47,990,70,350,-210
150333,-27,-47,989,140,70,-210
150433,-26,-46,989,0,280,-140
150534,-26,-46,990,140,140,-140
150633,-27,-46,989,70,420,-210
150733,-26,-46,989,140,70,-140
150834,-27,-46,990,70,280,-140
150933,-27,-47,990,140,140,-140
151034,-27,-46,988,70,210,-140
151134,-27,-46,990,70,280,-70
151233,-27,-46,989,70,210,-140
151334,-27,-46,991,70,210,-140
151434,-27,-46,989,70,210,-140
151533,-26,-46,991,70,210,-140
151634,-27,-46,989,70,210,-210
151733,-27,-46,990,140,210,-140
151833,-26,-46,990,140,210,-140
151934,-27,-47,990,70,140,-140
152033,-27,-46,990,140,210,-140
152133,-27,-46,989,70,280,-210
152234,-27,-46,990,140,140,-140
152333,-26,-47,989,70,280,-140
152434,-27,-46,990,140,140,-140
152534,-26,-47,990,70,350,-140
152633,-26,-46,989,140,70,-140
152734,-26,-46,989,70,280,-140
152833,-27,-46,990,70,140,-140
152933,-26,-47,990,0,280,-140
153034,-28,-46,990,140,210,-210
153133,-27,-46,990,70,350,-140
153233,-27,-46,989,140,140,-140
153334,-27,-46,989,70,210,-210
153433,-27,-46,989,70,210,-210
153533,-26,-46,989,70,210,-210
153634,-26,-46,990,140,140,-140
153733,-26,-46,991,140,210,-210
153834,-27,-46,990,140,210,-140
153934,-27,-46,989,70,210,-210
154033,-26,-46,989,140,210,-140
154134,-27,-46,989,140,210,-210
154233,-26,-46,989,140,280,-140
154333,-27,-46,989,70,210,-140
154434,-27,-46,990,70,350,-210
154533,-27,-46,989,70,210,-140
154633,-26,-46,989,70,210,-210
154734,-27,-46,990,140,140,-140
154833,-26,-46,991,70,210,-140
154933,-27,-46,990,140,210,-140
155034,-27,-46,991,70,280,-140
155133,-26,-46,989,140,140,-140
155234,-26,-46,990,70,280,-140
155334,-26,-45,990,140,210,-140
155433,-27,-46,990,140,210,-70
155534,-26,-46,990,140,140,-140
155633,-27,-46,990,140,210,-210
155733,-27,-47,989,140,210,-140
155834,-26,-46,988,70,210,-140
155933,-27,-46,990,70,210,-140
156033,-27,-46,991,70,210,-140
156134,-27,-45,990,140,280,-140
156233,-27,-47,989,70,210,-140
156334,-26,-46,990,70,210,-140
156434,-27,-46,990,70,210,-140
156533,-27,-46,990,140,210,-140
156634,-27,-46,990,140,210,-140
156733,-27,-46,990,140,210,-210
156833,-26,-46,990,70,210,-140
156934,-26,-46,989,70,210,-140
157033,-26,-46,989,140,140,-140
157133,-27,-46,989,70,280,-140
157234,-27,-47,989,140,140,-140
157333,-26,-47,990,70,210,-140
157434,-26,-46,989,70,210,-140
157534,-26,-46,989,0,280,-140
